id;the_geom;IdINSPIRE;Id_carr1km;I_est_cr;Id_carr_n;Groupe;Depcom;I_pauv;Id_car2010;Ind;Men;Men_pauv;Men_1ind;Men_5ind;Men_prop;Men_fmp;Ind_snv;Men_surf;Men_coll;Men_mais;Log_av45;Log_45_70;Log_70_90;Log_ap90;Log_inc;Log_soc;Ind_0_3;Ind_4_5;Ind_6_10;Ind_11_17;Ind_18_24;Ind_25_39;Ind_40_54;Ind_55_64;Ind_65_79;Ind_80p;Ind_inc;I_est_1km
carreau_pop_v2.174;MULTIPOLYGON (((1023229.6364310202 6282416.215336147, 1023211.9884513589 6282615.976643083, 1023410.768398186 6282634.07959175, 1023428.4164727135 6282434.318246616, 1023229.6364310202 6282416.215336147)));CRS3035RES200mN2278000E4078200;CRS3035RES1000mN2278000E4078000;0;CRS3035RES200mN2278000E4078200;441441;06030;0;CRS3035RES200mN2278000E4078200;337.0;175.0;19.0;79.0;4.0;114.0;15.0;7503686.5;10363.0;150.0;25.0;25.0;10.0;3.0;137.0;0.0;0.0;10.0;4.0;19.5;13.5;12.0;58.0;68.0;47.0;65.0;31.0;9.0;0
carreau_pop_v2.175;MULTIPOLYGON (((1024908.117564562 6281562.212203314, 1024890.4694170754 6281761.976583316, 1025089.2495203239 6281780.076469217, 1025106.8977632741 6281580.31205141, 1024908.117564562 6281562.212203314)));CRS3035RES200mN2277000E4079800;CRS3035RES1000mN2277000E4079000;0;CRS3035RES200mN2277000E4079800;440110;06029;0;CRS3035RES200mN2277000E4079800;427.5;207.0;34.0;94.0;11.0;76.0;31.0;8553678.6;11272.0;198.0;9.0;102.0;12.0;1.0;92.0;0.0;25.0;14.0;8.0;27.5;35.0;27.0;83.0;90.0;51.0;63.0;23.0;6.0;0
carreau_pop_v2.176;MULTIPOLYGON (((1025106.8977632741 6281580.31205141, 1025089.2495203239 6281780.076469217, 1025288.0295839326 6281798.175996108, 1025305.6779223353 6281598.411540537, 1025106.8977632741 6281580.31205141)));CRS3035RES200mN2277000E4080000;CRS3035RES1000mN2277000E4080000;0;CRS3035RES1000mN2277000E4080000;440161;06029;0;CRS3035RES200mN2277000E4080000;344.0;195.0;39.0;102.0;4.0;92.0;18.0;7590904.2;10976.0;178.0;17.0;88.0;33.0;52.0;20.0;2.0;0.0;6.0;3.0;16.0;14.5;18.5;54.0;63.0;47.0;68.0;45.0;9.0;0
carreau_pop_v2.177;MULTIPOLYGON (((1024347.072096538 6281108.380308834, 1024329.4244724615 6281308.145684402, 1024528.2048861183 6281326.246571493, 1024545.8526059648 6281126.481158046, 1024347.072096538 6281108.380308834)));CRS3035RES200mN2276600E4079200;CRS3035RES1000mN2276000E4079000;0;CRS3035RES1000mN2276000E4079000;440090;06029;0;CRS3035RES200mN2276600E4079200;433.5;242.0;50.0;134.0;10.0;103.0;24.0;8801391.2;13343.0;234.0;8.0;80.0;26.0;97.0;38.0;1.0;0.0;9.0;5.0;23.0;32.5;29.0;53.0;76.0;54.0;95.0;56.0;1.0;0
carreau_pop_v2.178;MULTIPOLYGON (((1024545.8526059648 6281126.481158046, 1024528.2048861183 6281326.246571493, 1024726.9852599342 6281344.347099654, 1024744.633075539 6281144.581648372, 1024545.8526059648 6281126.481158046)));CRS3035RES200mN2276600E4079400;CRS3035RES1000mN2276000E4079000;0;CRS3035RES1000mN2276000E4079000;440093;06029;0;CRS3035RES200mN2276600E4079400;581.0;294.0;67.0;151.0;18.0;106.0;38.0;1.11250181E7;18418.0;290.0;4.0;138.0;39.0;16.0;97.0;4.0;22.0;20.0;16.0;24.5;49.5;38.0;86.0;116.0;71.0;101.0;46.0;13.0;0
carreau_pop_v2.179;MULTIPOLYGON (((1025142.1938953709 6281180.78155235, 1025124.5458882807 6281380.547079202, 1025323.3261429315 6281398.646530581, 1025340.9742457482 6281198.880966001, 1025142.1938953709 6281180.78155235)));CRS3035RES200mN2276600E4080000;CRS3035RES1000mN2276000E4080000;0;CRS3035RES1000mN2276000E4080000;440185;06029;0;CRS3035RES200mN2276600E4080000;624.5;328.0;55.0;139.0;8.0;151.0;47.0;1.32861556E7;18903.0;323.0;5.0;109.0;77.0;14.0;128.0;0.0;66.0;29.5;12.5;27.5;37.5;22.5;129.0;114.0;83.0;118.0;43.0;8.0;0
carreau_pop_v2.180;MULTIPOLYGON (((1026533.6555182405 6281307.469911098, 1026516.0068412924 6281507.235701262, 1026714.7868199872 6281525.332640098, 1026732.4355925864 6281325.566812464, 1026533.6555182405 6281307.469911098)));CRS3035RES200mN2276600E4081400;CRS3035RES1000mN2276000E4081000;1;CRS3035RES1000mN2276000E4081000;440131;06029;0;CRS3035RES200mN2276600E4081400;5.0;2.0;0.2;0.5;0.2;1.2;0.0;164151.4;471.3;0.4;1.6;0.5;0.9;0.3;0.3;0.0;0.0;0.1;0.1;0.2;0.3;0.3;0.5;0.6;1.1;1.0;0.6;0.2;0
carreau_pop_v2.181;MULTIPOLYGON (((1023604.8906679805 6280436.674320896, 1023587.2437839645 6280636.441210411, 1023786.0246454352 6280654.543419164, 1023803.6716256745 6280454.776491686, 1023604.8906679805 6280436.674320896)));CRS3035RES200mN2276000E4078400;CRS3035RES1000mN2276000E4078000;0;CRS3035RES1000mN2276000E4078000;440061;06029;0;CRS3035RES200mN2276000E4078400;165.0;92.0;20.0;49.0;3.0;45.0;6.0;4160539.5;6093.0;89.0;3.0;9.0;20.0;23.0;40.0;0.0;0.0;2.0;0.0;4.0;7.0;8.0;13.0;28.0;33.0;40.0;26.0;4.0;0
carreau_pop_v2.182;MULTIPOLYGON (((1024837.5242658692 6282361.266399175, 1024819.8756457963 6282561.028563877, 1025018.6553685591 6282579.1286011785, 1025036.3040835483 6282379.366398597, 1024837.5242658692 6282361.266399175)));CRS3035RES200mN2277800E4079800;CRS3035RES1000mN2277000E4079000;0;CRS3035RES200mN2277800E4079800;440106;06030;0;CRS3035RES200mN2277800E4079800;333.0;148.0;25.0;64.0;15.0;97.0;10.0;6750836.4;8905.0;143.0;5.0;10.0;8.0;1.0;129.0;0.0;0.0;17.0;1.0;21.0;33.5;21.5;60.0;73.0;28.0;47.0;26.0;5.0;0
carreau_pop_v2.183;MULTIPOLYGON (((1024784.5780509848 6282960.551233836, 1024766.9290761929 6283160.311739573, 1024965.7085150282 6283178.411890631, 1024983.3575843257 6282978.6513469545, 1024784.5780509848 6282960.551233836)));CRS3035RES200mN2278400E4079800;CRS3035RES1000mN2278000E4079000;0;CRS3035RES200mN2278400E4079800;441453;06030;0;CRS3035RES200mN2278400E4079800;105.5;47.0;7.0;17.0;5.0;34.0;5.0;3009128.9;3749.0;20.0;27.0;10.0;12.0;6.0;18.0;1.0;0.0;2.0;1.0;9.0;7.5;5.0;7.0;23.0;20.0;16.0;10.0;5.0;0
carreau_pop_v2.184;MULTIPOLYGON (((1019903.3078987736 6281509.125632024, 1019885.6618983201 6281708.887945771, 1020084.4428209724 6281726.996883817, 1020102.0889168878 6281527.234531301, 1019903.3078987736 6281509.125632024)));CRS3035RES200mN2277400E4074800;CRS3035RES1000mN2277000E4074000;0;CRS3035RES1000mN2277000E4074000;439919;06029;0;CRS3035RES200mN2277400E4074800;117.0;54.0;6.0;16.0;1.0;28.0;5.0;3189349.2;3530.0;47.0;7.0;0.0;0.0;7.0;47.0;0.0;0.0;5.0;2.0;5.0;6.0;6.0;25.0;29.0;11.0;23.0;3.0;2.0;0
carreau_pop_v2.185;MULTIPOLYGON (((1023119.0939819792 6281399.297417217, 1023101.4466941511 6281599.061455315, 1023300.2271568556 6281617.164572179, 1023317.8745402445 6281417.400495948, 1023119.0939819792 6281399.297417217)));CRS3035RES200mN2277000E4078000;CRS3035RES1000mN2277000E4078000;1;CRS3035RES1000mN2277000E4078000;440029;06029;0;CRS3035RES200mN2277000E4078000;9.5;3.2;0.8;0.4;0.4;2.4;0.4;182444.9;334.9;1.0;2.2;1.8;1.2;0.0;0.2;0.0;0.0;0.5;0.2;0.7;0.4;0.2;1.8;2.3;1.6;0.4;0.8;0.6;0
carreau_pop_v2.186;MULTIPOLYGON (((1021528.8480618363 6281254.45986522, 1021511.2015388866 6281454.2235968765, 1021709.9823251789 6281472.32958562, 1021727.6289437762 6281272.565815529, 1021528.8480618363 6281254.45986522)));CRS3035RES200mN2277000E4076400;CRS3035RES1000mN2277000E4076000;1;CRS3035RES1000mN2277000E4076000;439962;06029;0;CRS3035RES200mN2277000E4076400;14.0;5.9;0.6;1.6;0.2;4.5;0.0;445322.5;841.9;1.8;4.1;0.0;0.6;1.3;4.0;0.0;0.0;0.5;0.3;0.6;1.3;0.3;1.0;4.6;1.4;3.2;0.5;0.3;0
carreau_pop_v2.187;MULTIPOLYGON (((1024422.3160812403 6282524.82741182, 1024404.6675325454 6282724.5889473865, 1024603.4472398807 6282742.689740964, 1024621.0958833764 6282542.928167424, 1024422.3160812403 6282524.82741182)));CRS3035RES200mN2278000E4079400;CRS3035RES1000mN2278000E4079000;0;CRS3035RES200mN2278000E4079400;441470;06030;0;CRS3035RES200mN2278000E4079400;573.5;293.0;66.0;137.0;9.0;136.0;38.0;1.12480447E7;15520.0;283.0;10.0;43.0;81.0;30.0;136.0;3.0;0.0;27.5;13.5;32.0;34.5;32.0;127.0;110.0;70.0;70.0;47.0;10.0;0
carreau_pop_v2.188;MULTIPOLYGON (((1024621.0958833764 6282542.928167424, 1024603.4472398807 6282742.689740964, 1024802.2269075102 6282760.790175353, 1024819.8756457963 6282561.028563877, 1024621.0958833764 6282542.928167424)));CRS3035RES200mN2278000E4079600;CRS3035RES1000mN2278000E4079000;0;CRS3035RES200mN2278000E4079600;441458;06030;0;CRS3035RES200mN2278000E4079600;185.0;106.0;21.0;58.0;4.0;68.0;10.0;3884134.9;5618.0;94.0;12.0;15.0;5.0;36.0;50.0;0.0;0.0;6.0;2.0;11.0;7.0;6.0;34.0;44.0;27.0;28.0;15.0;5.0;0
carreau_pop_v2.189;MULTIPOLYGON (((1026732.4355925864 6281325.566812464, 1026714.7868199872 6281525.332640098, 1026913.5667594994 6281543.429219993, 1026931.2156277387 6281343.663354932, 1026732.4355925864 6281325.566812464)));CRS3035RES200mN2276600E4081600;CRS3035RES1000mN2276000E4081000;1;CRS3035RES1000mN2276000E4081000;440131;06029;0;CRS3035RES200mN2276600E4081600;8.0;3.2;0.4;0.8;0.3;2.0;0.1;262642.3;754.1;0.7;2.5;0.8;1.4;0.6;0.4;0.0;0.0;0.2;0.2;0.3;0.4;0.6;0.8;1.0;1.7;1.6;0.9;0.3;0
carreau_pop_v2.190;MULTIPOLYGON (((1025053.9526804878 6282179.603642568, 1025036.3040835483 6282379.366398597, 1025235.0838616195 6282397.466038904, 1025252.7325536013 6282197.703245052, 1025053.9526804878 6282179.603642568)));CRS3035RES200mN2277600E4080000;CRS3035RES1000mN2277000E4080000;0;CRS3035RES1000mN2277000E4080000;440153;06029;0;CRS3035RES200mN2277600E4080000;124.0;61.0;7.0;24.0;0.0;21.0;5.0;3556007.5;3515.0;61.0;0.0;0.0;0.0;0.0;61.0;0.0;0.0;3.5;1.0;6.0;9.5;5.0;29.0;31.0;16.0;13.0;5.0;5.0;0
carreau_pop_v2.191;MULTIPOLYGON (((1025252.7325536013 6282197.703245052, 1025235.0838616195 6282397.466038904, 1025433.8636001428 6282415.565320092, 1025451.512387156 6282215.802488455, 1025252.7325536013 6282197.703245052)));CRS3035RES200mN2277600E4080200;CRS3035RES1000mN2277000E4080000;0;CRS3035RES1000mN2277000E4080000;440145;06029;0;CRS3035RES200mN2277600E4080200;35.0;16.0;3.0;4.0;0.0;11.0;0.0;1044530.0;3047.0;9.0;7.0;3.0;4.0;2.0;7.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;5.0;14.0;5.0;0.0;0
carreau_pop_v2.192;MULTIPOLYGON (((1021113.639844089 6281418.010542461, 1021095.9933917619 6281617.773642585, 1021294.7741640169 6281635.880387809, 1021312.4207118769 6281436.117249155, 1021113.639844089 6281418.010542461)));CRS3035RES200mN2277200E4076000;CRS3035RES1000mN2277000E4076000;0;CRS3035RES1000mN2277000E4076000;439967;06029;0;CRS3035RES200mN2277200E4076000;79.5;33.0;2.0;5.0;1.0;23.0;7.0;2329066.7;3152.0;12.0;21.0;2.0;10.0;14.0;7.0;0.0;0.0;3.0;2.0;4.0;3.5;2.0;13.0;13.0;8.0;21.0;6.0;4.0;0
carreau_pop_v2.193;MULTIPOLYGON (((1021312.4207118769 6281436.117249155, 1021294.7741640169 6281635.880387809, 1021493.554895505 6281653.986774024, 1021511.2015388866 6281454.2235968765, 1021312.4207118769 6281436.117249155)));CRS3035RES200mN2277200E4076200;CRS3035RES1000mN2277000E4076000;0;CRS3035RES1000mN2277000E4076000;439966;06029;0;CRS3035RES200mN2277200E4076200;49.0;22.0;2.0;5.0;0.0;20.0;2.0;1416016.4;1792.0;20.0;2.0;0.0;1.0;1.0;20.0;0.0;0.0;0.0;0.0;5.0;3.0;1.0;6.0;13.0;7.0;11.0;1.0;2.0;0
carreau_pop_v2.194;MULTIPOLYGON (((1021511.2015388866 6281454.2235968765, 1021493.554895505 6281653.986774024, 1021692.3355862857 6281672.09280122, 1021709.9823251789 6281472.32958562, 1021511.2015388866 6281454.2235968765)));CRS3035RES200mN2277200E4076400;CRS3035RES1000mN2277000E4076000;1;CRS3035RES1000mN2277000E4076000;439962;06029;0;CRS3035RES200mN2277200E4076400;13.0;5.5;0.6;1.5;0.1;4.1;0.0;413513.7;781.8;1.6;3.9;0.0;0.6;1.2;3.7;0.0;0.0;0.4;0.3;0.6;1.2;0.3;0.9;4.3;1.3;3.0;0.4;0.3;0
carreau_pop_v2.195;MULTIPOLYGON (((1026480.7091364922 6281906.765618305, 1026463.0601085874 6282106.529745659, 1026661.8398011501 6282124.626797013, 1026679.4889242956 6281924.862632132, 1026480.7091364922 6281906.765618305)));CRS3035RES200mN2277200E4081400;CRS3035RES1000mN2277000E4081000;0;CRS3035RES1000mN2277000E4081000;440124;06029;0;CRS3035RES200mN2277200E4081400;23.0;11.0;1.0;5.0;1.0;7.0;1.0;941314.8;1075.0;7.0;4.0;1.0;9.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;4.0;4.0;2.0;3.0;4.0;2.0;0
carreau_pop_v2.196;MULTIPOLYGON (((1026679.4889242956 6281924.862632132, 1026661.8398011501 6282124.626797013, 1026860.6194545624 6282142.723489315, 1026878.2686729378 6281942.959286947, 1026679.4889242956 6281924.862632132)));CRS3035RES200mN2277200E4081600;CRS3035RES1000mN2277000E4081000;1;CRS3035RES1000mN2277000E4081000;440123;06029;0;CRS3035RES200mN2277200E4081600;3.0;1.2;0.1;0.3;0.1;0.8;0.1;98782.0;329.3;0.1;1.1;0.2;0.3;0.4;0.3;0.0;0.0;0.1;0.0;0.1;0.2;0.2;0.4;0.5;0.6;0.5;0.4;0.0;0
carreau_pop_v2.197;MULTIPOLYGON (((1026878.2686729378 6281942.959286947, 1026860.6194545624 6282142.723489315, 1027059.3990688839 6282160.819822563, 1027077.0483824781 6281961.055582745, 1026878.2686729378 6281942.959286947)));CRS3035RES200mN2277200E4081800;CRS3035RES1000mN2277000E4081000;1;CRS3035RES1000mN2277000E4081000;440123;06155;0;CRS3035RES200mN2277200E4081800;16.0;6.4;0.4;1.6;0.5;4.0;0.5;526837.5;1756.2;0.5;5.9;1.0;1.8;2.1;1.5;0.0;0.0;0.4;0.1;0.5;1.3;0.8;1.9;2.8;3.0;2.7;2.2;0.3;0
carreau_pop_v2.198;MULTIPOLYGON (((1027077.0483824781 6281961.055582745, 1027059.3990688839 6282160.819822563, 1027258.1786441745 6282178.915796756, 1027275.8280529771 6281979.151519523, 1027077.0483824781 6281961.055582745)));CRS3035RES200mN2277200E4082000;CRS3035RES1000mN2277000E4082000;1;CRS3035RES1000mN2277000E4082000;440189;06155;0;CRS3035RES200mN2277200E4082000;9.0;3.7;0.4;0.7;0.2;2.8;0.2;295363.0;723.0;0.1;3.6;0.1;0.7;2.2;0.7;0.0;0.0;0.1;0.1;0.3;0.7;0.5;0.6;1.8;1.5;2.4;0.8;0.2;0
carreau_pop_v2.199;MULTIPOLYGON (((1026714.7868199872 6281525.332640098, 1026697.1379305659 6281725.09791324, 1026895.9177745744 6281743.194530587, 1026913.5667594994 6281543.429219993, 1026714.7868199872 6281525.332640098)));CRS3035RES200mN2276800E4081600;CRS3035RES1000mN2276000E4081000;1;CRS3035RES1000mN2276000E4081000;440131;06029;0;CRS3035RES200mN2276800E4081600;6.0;2.4;0.3;0.6;0.2;1.5;0.1;196981.7;565.6;0.5;1.9;0.6;1.1;0.4;0.3;0.0;0.0;0.2;0.1;0.2;0.3;0.4;0.6;0.8;1.3;1.2;0.7;0.2;0
carreau_pop_v2.200;MULTIPOLYGON (((1026913.5667594994 6281543.429219993, 1026895.9177745744 6281743.194530587, 1027094.6975794708 6281761.290788951, 1027112.3466598884 6281561.52544095, 1026913.5667594994 6281543.429219993)));CRS3035RES200mN2276800E4081800;CRS3035RES1000mN2276000E4081000;1;CRS3035RES1000mN2276000E4081000;440131;06155;0;CRS3035RES200mN2276800E4081800;19.0;7.6;0.8;1.9;0.7;4.8;0.2;623775.4;1791.1;1.7;5.9;1.9;3.4;1.3;1.0;0.0;0.0;0.5;0.3;0.7;1.0;1.3;1.9;2.4;4.1;3.9;2.2;0.7;0
carreau_pop_v2.201;MULTIPOLYGON (((1027112.3466598884 6281561.52544095, 1027094.6975794708 6281761.290788951, 1027293.4773453149 6281779.386688337, 1027311.1265212146 6281579.621302958, 1027112.3466598884 6281561.52544095)));CRS3035RES200mN2276800E4082000;CRS3035RES1000mN2276000E4082000;1;CRS3035RES1000mN2276000E4082000;440192;06155;0;CRS3035RES200mN2276800E4082000;13.0;5.9;1.0;1.7;0.2;3.8;0.7;378551.1;861.5;2.6;3.3;0.9;1.6;2.6;0.8;0.0;0.0;0.2;0.2;0.5;0.5;0.4;1.3;2.8;1.4;3.8;1.5;0.4;0
carreau_pop_v2.202;MULTIPOLYGON (((1026427.7617016349 6282506.05633924, 1026410.1123225342 6282705.818805942, 1026608.8917301967 6282723.915969984, 1026626.5412041268 6282524.153465702, 1026427.7617016349 6282506.05633924)));CRS3035RES200mN2277800E4081400;CRS3035RES1000mN2277000E4081000;1;CRS3035RES1000mN2277000E4081000;440123;06155;0;CRS3035RES200mN2277800E4081400;15.0;6.0;0.4;1.5;0.4;3.8;0.4;493910.2;1646.4;0.5;5.5;0.9;1.7;2.0;1.4;0.0;0.0;0.4;0.1;0.4;1.2;0.8;1.8;2.6;2.9;2.5;2.0;0.3;0
carreau_pop_v2.203;MULTIPOLYGON (((1019646.907831369 6279874.788886915, 1019629.2629957418 6280074.555565418, 1019828.0447685036 6280092.6649113195, 1019845.6897007087 6279892.898194126, 1019646.907831369 6279874.788886915)));CRS3035RES200mN2275800E4074400;CRS3035RES1000mN2275000E4074000;1;CRS3035RES1000mN2275000E4074000;438499;06029;0;CRS3035RES200mN2275800E4074400;4.0;2.6;0.4;1.4;0.0;1.1;0.3;95327.2;109.3;2.5;0.1;0.8;0.1;0.0;1.6;0.1;0.0;0.1;0.0;0.1;0.0;0.1;0.8;0.9;0.9;0.8;0.3;0.0;0
carreau_pop_v2.204;MULTIPOLYGON (((1024020.0995010646 6280273.110782579, 1024002.4525432439 6280472.878303703, 1024201.233420749 6280490.97975695, 1024218.8804749078 6280291.21219795, 1024020.0995010646 6280273.110782579)));CRS3035RES200mN2275800E4078800;CRS3035RES1000mN2275000E4078000;0;CRS3035RES2000mN2274000E4078000;438509;06029;0;CRS3035RES200mN2275800E4078800;187.0;111.0;23.0;61.0;2.0;57.0;13.0;4324266.5;7320.0;110.0;1.0;52.0;9.0;7.0;43.0;0.0;7.0;5.0;4.0;12.0;5.0;7.0;23.0;38.0;26.0;46.0;20.0;1.0;1
carreau_pop_v2.205;MULTIPOLYGON (((1020137.3807444945 6281127.708162809, 1020119.7348913862 6281327.471624377, 1020318.5159639615 6281345.580125937, 1020336.1619127942 6281145.81662567, 1020137.3807444945 6281127.708162809)));CRS3035RES200mN2277000E4075000;CRS3035RES1000mN2277000E4075000;0;CRS3035RES1000mN2277000E4075000;439942;06029;0;CRS3035RES200mN2277000E4075000;812.5;307.0;126.0;92.0;44.0;5.0;52.0;1.13777701E7;16257.0;216.0;91.0;0.0;0.0;164.0;143.0;0.0;302.0;44.0;32.0;73.0;91.5;55.0;133.0;146.0;111.0;98.0;25.0;4.0;0
carreau_pop_v2.206;MULTIPOLYGON (((1019399.8690536019 6282671.471864399, 1019382.2225125808 6282871.2307787165, 1019581.0029476143 6282889.340668326, 1019598.649583298 6282689.581715044, 1019399.8690536019 6282671.471864399)));CRS3035RES200mN2278600E4074400;CRS3035RES1000mN2278000E4074000;0;CRS3035RES1000mN2278000E4074000;441275;06029;0;CRS3035RES200mN2278600E4074400;26.5;11.0;3.0;3.0;1.0;7.0;1.0;476363.0;635.0;2.0;9.0;0.0;0.0;0.0;10.0;1.0;0.0;1.0;0.0;1.0;6.5;0.0;0.0;8.0;2.0;7.0;1.0;0.0;0
carreau_pop_v2.207;MULTIPOLYGON (((1019996.2105192101 6282725.8003386585, 1019978.5636942338 6282925.559369751, 1020177.3440059391 6282943.66818157, 1020194.9909255456 6282743.909111625, 1019996.2105192101 6282725.8003386585)));CRS3035RES200mN2278600E4075000;CRS3035RES1000mN2278000E4075000;1;CRS3035RES1000mN2278000E4075000;441287;06029;0;CRS3035RES200mN2278600E4075000;11.0;5.1;0.8;2.0;0.3;4.8;0.6;261449.0;611.2;1.7;3.4;0.8;0.3;1.7;2.3;0.0;0.0;0.3;0.0;0.3;0.8;1.1;0.6;3.4;0.8;1.7;1.4;0.6;0
carreau_pop_v2.208;MULTIPOLYGON (((1024598.7950558059 6280527.181587121, 1024581.1476907819 6280726.9486661, 1024779.9283522842 6280745.049080803, 1024797.5758134773 6280545.281964043, 1024598.7950558059 6280527.181587121)));CRS3035RES200mN2276000E4079400;CRS3035RES1000mN2276000E4079000;1;CRS3035RES1000mN2276000E4079000;440075;06029;0;CRS3035RES200mN2276000E4079400;16.0;10.0;0.7;5.7;0.1;7.3;0.3;564165.6;800.6;10.0;0.0;1.0;0.0;8.4;0.6;0.0;0.0;0.6;0.1;0.0;0.2;0.3;0.7;1.6;1.0;7.1;3.8;0.6;0
carreau_pop_v2.209;MULTIPOLYGON (((1023644.8445246795 6282252.6588613065, 1023627.196474331 6282452.420797945, 1023825.9764359323 6282470.522990133, 1023843.6245812621 6282270.761015389, 1023644.8445246795 6282252.6588613065)));CRS3035RES200mN2277800E4078600;CRS3035RES1000mN2277000E4078000;0;CRS3035RES1000mN2277000E4078000;440037;06029;0;CRS3035RES200mN2277800E4078600;217.0;103.0;15.0;32.0;1.0;62.0;13.0;5466727.8;7548.0;81.0;22.0;38.0;14.0;4.0;46.0;1.0;0.0;5.0;2.0;9.0;15.0;10.0;30.0;48.0;35.0;40.0;19.0;4.0;0
carreau_pop_v2.210;MULTIPOLYGON (((1024241.1845745866 6282306.964246236, 1024223.5362393272 6282506.726297072, 1024422.3160812403 6282524.82741182, 1024439.9645114483 6282325.065322992, 1024241.1845745866 6282306.964246236)));CRS3035RES200mN2277800E4079200;CRS3035RES1000mN2277000E4079000;0;CRS3035RES200mN2277800E4079200;440111;06030;0;CRS3035RES200mN2277800E4079200;434.5;209.0;38.0;91.0;13.0;116.0;21.0;9512377.8;14637.0;185.0;24.0;30.0;26.0;12.0;140.0;1.0;0.0;25.0;12.0;23.5;29.0;27.0;70.0;80.0;45.0;66.0;48.0;9.0;0
carreau_pop_v2.211;MULTIPOLYGON (((1025844.4221269998 6280036.47321741, 1025826.774537243 6280236.242189868, 1026025.5552494838 6280254.340339042, 1026043.2029357553 6280054.571329089, 1025844.4221269998 6280036.47321741)));CRS3035RES200mN2275400E4080600;CRS3035RES1000mN2275000E4080000;1;CRS3035RES4000mN2272000E4080000;438516;06029;0;CRS3035RES200mN2275400E4080600;11.0;7.4;1.0;4.9;0.0;5.2;0.3;390710.0;521.2;7.1;0.3;0.0;3.9;2.9;0.6;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.3;1.3;1.3;3.2;4.2;0.0;0
carreau_pop_v2.212;MULTIPOLYGON (((1026078.497956774 6279655.031640221, 1026060.8505048433 6279854.801762894, 1026259.6313707425 6279872.899478447, 1026277.2789194507 6279673.129318349, 1026078.497956774 6279655.031640221)));CRS3035RES200mN2275000E4080800;CRS3035RES1000mN2275000E4080000;0;CRS3035RES4000mN2272000E4080000;438518;06029;0;CRS3035RES200mN2275000E4080800;151.0;102.0;20.0;61.0;0.0;55.0;3.0;4120025.4;6811.0;101.0;1.0;11.0;79.0;0.0;12.0;0.0;0.0;2.0;1.0;2.0;0.0;2.0;18.0;18.0;15.0;57.0;36.0;0.0;0
carreau_pop_v2.213;MULTIPOLYGON (((1026113.7925092704 6279255.489724488, 1026096.1452915741 6279455.260960834, 1026294.9263511652 6279473.358601552, 1026312.5736659125 6279273.587327823, 1026113.7925092704 6279255.489724488)));CRS3035RES200mN2274600E4080800;CRS3035RES1000mN2274000E4080000;0;CRS3035RES4000mN2272000E4080000;438512;06029;0;CRS3035RES200mN2274600E4080800;105.0;67.0;14.0;42.0;1.0;34.0;7.0;2381170.5;4189.0;67.0;0.0;0.0;54.0;2.0;10.0;1.0;0.0;7.0;2.0;2.0;2.0;0.0;15.0;13.0;12.0;42.0;8.0;2.0;0
carreau_pop_v2.214;MULTIPOLYGON (((1026312.5736659125 6279273.587327823, 1026294.9263511652 6279473.358601552, 1026493.7073712866 6279491.455883711, 1026511.3547830745 6279291.684572625, 1026312.5736659125 6279273.587327823)));CRS3035RES200mN2274600E4081000;CRS3035RES1000mN2274000E4081000;1;CRS3035RES4000mN2272000E4080000;438514;06029;0;CRS3035RES200mN2274600E4081000;150.0;92.4;14.6;51.2;0.9;56.7;8.2;4158878.4;6386.0;90.6;1.8;10.1;22.0;13.7;44.8;1.8;0.0;2.8;0.9;7.8;1.8;3.2;23.8;25.6;16.5;40.2;26.5;0.9;0
carreau_pop_v2.215;MULTIPOLYGON (((1023821.3184871458 6280255.009008468, 1023803.6716256745 6280454.776491686, 1024002.4525432439 6280472.878303703, 1024020.0995010646 6280273.110782579, 1023821.3184871458 6280255.009008468)));CRS3035RES200mN2275800E4078600;CRS3035RES1000mN2275000E4078000;0;CRS3035RES2000mN2274000E4078000;438508;06029;0;CRS3035RES200mN2275800E4078600;110.5;74.0;8.0;45.0;0.0;43.0;2.0;3221904.5;5189.0;72.0;2.0;13.0;45.0;13.0;3.0;0.0;0.0;0.0;0.0;1.0;3.5;2.0;6.0;13.0;17.0;45.0;23.0;0.0;1
carreau_pop_v2.216;MULTIPOLYGON (((1026405.4685593599 6280490.304090133, 1026387.8204461915 6280690.072063293, 1026586.6008475965 6280708.169211164, 1026604.2490569742 6280508.401200577, 1026405.4685593599 6280490.304090133)));CRS3035RES200mN2275800E4081200;CRS3035RES1000mN2275000E4081000;0;CRS3035RES4000mN2272000E4080000;438541;06029;0;CRS3035RES200mN2275800E4081200;262.0;170.0;25.0;102.0;3.0;107.0;5.0;6708872.6;11585.0;158.0;12.0;115.0;11.0;0.0;43.0;1.0;0.0;1.0;3.0;7.0;9.0;4.0;20.0;33.0;31.0;95.0;58.0;1.0;0
