id;the_geom;IdINSPIRE;Id_carr1km;I_est_cr;Id_carr_n;Groupe;Depcom;I_pauv;Id_car2010;Ind;Men;Men_pauv;Men_1ind;Men_5ind;Men_prop;Men_fmp;Ind_snv;Men_surf;Men_coll;Men_mais;Log_av45;Log_45_70;Log_70_90;Log_ap90;Log_inc;Log_soc;Ind_0_3;Ind_4_5;Ind_6_10;Ind_11_17;Ind_18_24;Ind_25_39;Ind_40_54;Ind_55_64;Ind_65_79;Ind_80p;Ind_inc;I_est_1km
carreau_pop_v2.131;MULTIPOLYGON (((1025703.2381217444 6281634.609441883, 1025685.5895924685 6281834.373972876, 1025884.3695375157 6281852.472422744, 1025902.0181622121 6281652.707854099, 1025703.2381217444 6281634.609441883)));CRS3035RES200mN2277000E4080600;CRS3035RES1000mN2277000E4080000;0;CRS3035RES1000mN2277000E4080000;440150;06029;0;CRS3035RES200mN2277000E4080600;104.0;51.0;7.0;23.0;2.0;42.0;2.0;3497630.1;4799.0;38.0;13.0;12.0;21.0;11.0;7.0;0.0;0.0;5.0;1.0;2.0;4.0;3.0;13.0;16.0;19.0;28.0;11.0;2.0;0
carreau_pop_v2.132;MULTIPOLYGON (((1025504.4580418055 6281616.510670693, 1025486.8096079609 6281816.275163993, 1025685.5895924685 6281834.373972876, 1025703.2381217444 6281634.609441883, 1025504.4580418055 6281616.510670693)));CRS3035RES200mN2277000E4080400;CRS3035RES1000mN2277000E4080000;0;CRS3035RES1000mN2277000E4080000;440152;06029;0;CRS3035RES200mN2277000E4080400;88.0;58.0;3.0;35.0;0.0;32.0;2.0;3165879.3;4769.0;50.0;8.0;1.0;19.0;36.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;5.0;19.0;19.0;39.0;2.0;0
carreau_pop_v2.133;MULTIPOLYGON (((1024638.7444085225 6282343.166040638, 1024621.0958833764 6282542.928167424, 1024819.8756457963 6282561.028563877, 1024837.5242658692 6282361.266399175, 1024638.7444085225 6282343.166040638)));CRS3035RES200mN2277800E4079600;CRS3035RES1000mN2277000E4079000;0;CRS3035RES200mN2277800E4079600;440112;06030;0;CRS3035RES200mN2277800E4079600;448.5;219.0;52.0;98.0;13.0;80.0;40.0;7853926.8;11573.0;196.0;23.0;49.0;83.0;32.0;55.0;0.0;55.0;16.5;13.0;29.0;38.0;23.0;89.0;95.0;55.0;58.0;27.0;5.0;0
carreau_pop_v2.134;MULTIPOLYGON (((1025632.643299178 6282433.664242165, 1025614.9942995053 6282633.426558162, 1025813.773864239 6282651.525158846, 1025831.422958785 6282451.762805115, 1025632.643299178 6282433.664242165)));CRS3035RES200mN2277800E4080600;CRS3035RES1000mN2277000E4080000;1;CRS3035RES1000mN2277000E4080000;440143;06029;0;CRS3035RES200mN2277800E4080600;2.0;0.9;0.2;0.2;0.0;0.4;0.2;54283.5;251.5;0.2;0.7;0.2;0.2;0.2;0.3;0.0;0.0;0.1;0.0;0.0;0.1;0.1;0.3;0.4;0.4;0.4;0.1;0.1;0
carreau_pop_v2.135;MULTIPOLYGON (((1022089.8968459659 6281708.3037785655, 1022072.2497960345 6281908.066516748, 1022271.0302697119 6281926.171505255, 1022288.6774149849 6281726.408728709, 1022089.8968459659 6281708.3037785655)));CRS3035RES200mN2277400E4077000;CRS3035RES1000mN2277000E4077000;1;CRS3035RES1000mN2277000E4077000;439974;06029;0;CRS3035RES200mN2277400E4077000;4.0;1.6;0.2;0.2;0.0;1.3;0.2;133601.0;199.0;0.1;1.5;0.4;0.2;0.2;0.8;0.0;0.0;0.0;0.0;0.2;0.6;0.1;0.2;0.6;0.8;1.0;0.3;0.2;0
carreau_pop_v2.136;MULTIPOLYGON (((1020446.7116058428 6282162.7368805325, 1020429.0649554476 6282362.497648808, 1020627.8454694676 6282380.60562582, 1020645.4922148818 6282180.844818825, 1020446.7116058428 6282162.7368805325)));CRS3035RES200mN2278000E4075400;CRS3035RES1000mN2278000E4075000;0;CRS3035RES1000mN2278000E4075000;441289;06030;0;CRS3035RES200mN2278000E4075400;99.5;40.0;5.0;11.0;2.0;12.0;6.0;1946483.6;3062.0;27.0;13.0;3.0;2.0;3.0;31.0;1.0;24.0;6.0;8.0;9.0;7.5;7.0;23.0;16.0;7.0;13.0;3.0;0.0;0
carreau_pop_v2.137;MULTIPOLYGON (((1025610.3461747403 6280417.9120608615, 1025592.6984465152 6280617.679883938, 1025791.479005662 6280635.778466957, 1025809.1268301393 6280436.010606302, 1025610.3461747403 6280417.9120608615)));CRS3035RES200mN2275800E4080400;CRS3035RES1000mN2275000E4080000;0;CRS3035RES4000mN2272000E4080000;438520;06029;0;CRS3035RES200mN2275800E4080400;177.5;123.0;29.0;82.0;0.0;53.0;8.0;3618508.5;6004.0;119.0;4.0;18.0;71.0;33.0;1.0;0.0;0.0;1.5;1.0;1.0;3.0;10.0;19.0;22.0;23.0;59.0;37.0;1.0;0
carreau_pop_v2.138;MULTIPOLYGON (((1023030.8563491919 6282398.112066531, 1023013.208464407 6282597.873335237, 1023211.9884513589 6282615.976643083, 1023229.6364310202 6282416.215336147, 1023030.8563491919 6282398.112066531)));CRS3035RES200mN2278000E4078000;CRS3035RES1000mN2278000E4078000;0;CRS3035RES200mN2278000E4078000;441434;06030;0;CRS3035RES200mN2278000E4078000;210.0;86.0;7.0;26.0;6.0;58.0;7.0;4630381.5;5645.0;71.0;15.0;4.0;49.0;24.0;9.0;0.0;1.0;16.0;3.0;13.0;14.0;10.0;47.0;45.0;22.0;25.0;12.0;3.0;0
carreau_pop_v2.139;MULTIPOLYGON (((1021727.6289437762 6281272.565815529, 1021709.9823251789 6281472.32958562, 1021908.763070813 6281490.435215382, 1021926.4097850472 6281290.671406893, 1021727.6289437762 6281272.565815529)));CRS3035RES200mN2277000E4076600;CRS3035RES1000mN2277000E4076000;1;CRS3035RES1000mN2277000E4076000;439962;06029;0;CRS3035RES200mN2277000E4076600;17.0;7.1;0.8;1.9;0.2;5.4;0.0;540748.7;1022.3;2.1;5.0;0.0;0.8;1.5;4.8;0.0;0.0;0.6;0.4;0.8;1.5;0.4;1.1;5.6;1.7;3.9;0.6;0.4;0
carreau_pop_v2.140;MULTIPOLYGON (((1025305.6779223353 6281598.411540537, 1025288.0295839326 6281798.175996108, 1025486.8096079609 6281816.275163993, 1025504.4580418055 6281616.510670693, 1025305.6779223353 6281598.411540537)));CRS3035RES200mN2277000E4080200;CRS3035RES1000mN2277000E4080000;0;CRS3035RES1000mN2277000E4080000;440154;06029;0;CRS3035RES200mN2277000E4080200;99.5;64.0;11.0;36.0;1.0;40.0;2.0;2871214.8;4306.0;62.0;2.0;1.0;0.0;11.0;52.0;0.0;0.0;0.0;1.0;3.0;3.5;2.0;7.0;14.0;13.0;45.0;11.0;0.0;0
carreau_pop_v2.141;MULTIPOLYGON (((1026410.1123225342 6282705.818805942, 1026392.4628263155 6282905.580719566, 1026591.2421392847 6282923.677921212, 1026608.8917301967 6282723.915969984, 1026410.1123225342 6282705.818805942)));CRS3035RES200mN2278000E4081400;CRS3035RES1000mN2278000E4081000;1;CRS3035RES1000mN2278000E4081000;441489;06155;0;CRS3035RES200mN2278000E4081400;19.0;7.3;0.6;2.2;0.8;6.1;0.6;567226.9;1050.1;0.3;7.0;0.5;1.1;2.5;3.2;0.0;0.0;0.0;0.0;1.0;1.3;1.0;1.7;4.0;3.5;3.7;2.2;0.6;0
carreau_pop_v2.142;MULTIPOLYGON (((1025416.2146953538 6282615.327598325, 1025398.565672762 6282815.089323383, 1025597.3451821666 6282833.18832101, 1025614.9942995053 6282633.426558162, 1025416.2146953538 6282615.327598325)));CRS3035RES200mN2278000E4080400;CRS3035RES1000mN2278000E4080000;0;CRS3035RES1000mN2278000E4080000;441518;06029;0;CRS3035RES200mN2278000E4080400;25.0;11.0;2.0;2.0;0.0;10.0;1.0;850301.0;1898.0;4.0;7.0;1.0;5.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;6.0;9.0;3.0;1.0;0
carreau_pop_v2.143;MULTIPOLYGON (((1025813.773864239 6282651.525158846, 1025796.1246521643 6282851.286959445, 1025994.904082815 6282869.385238681, 1026012.5533896154 6282669.623400372, 1025813.773864239 6282651.525158846)));CRS3035RES200mN2278000E4080800;CRS3035RES1000mN2278000E4080000;1;CRS3035RES1000mN2278000E4080000;441517;06029;0;CRS3035RES200mN2278000E4080800;4.0;1.5;0.2;0.4;0.2;1.0;0.1;115702.6;302.7;0.0;1.5;0.1;0.3;0.6;0.5;0.0;0.0;0.0;0.0;0.1;0.4;0.4;0.2;0.9;0.8;0.6;0.4;0.2;0
carreau_pop_v2.144;MULTIPOLYGON (((1026012.5533896154 6282669.623400372, 1025994.904082815 6282869.385238681, 1026193.6834741788 6282887.483158724, 1026211.3328756939 6282687.721282736, 1026012.5533896154 6282669.623400372)));CRS3035RES200mN2278000E4081000;CRS3035RES1000mN2278000E4081000;1;CRS3035RES1000mN2278000E4081000;441489;06155;0;CRS3035RES200mN2278000E4081000;7.0;2.7;0.2;0.8;0.3;2.2;0.2;208978.3;386.9;0.1;2.6;0.2;0.4;0.9;1.2;0.0;0.0;0.0;0.0;0.3;0.5;0.4;0.6;1.5;1.3;1.4;0.8;0.2;0
carreau_pop_v2.145;MULTIPOLYGON (((1026458.4121971931 6279890.996835359, 1026440.7644348342 6280090.766476406, 1026639.5451252768 6280108.86351205, 1026657.1929842553 6279909.093833633, 1026458.4121971931 6279890.996835359)));CRS3035RES200mN2275200E4081200;CRS3035RES1000mN2275000E4081000;0;CRS3035RES4000mN2272000E4080000;438542;06029;0;CRS3035RES200mN2275200E4081200;325.0;190.0;22.0;102.0;2.0;100.0;22.0;8158314.5;10791.0;173.0;17.0;30.0;20.0;58.0;81.0;1.0;0.0;10.0;8.0;8.5;19.5;9.0;48.0;58.0;32.0;83.0;43.0;6.0;0
carreau_pop_v2.146;MULTIPOLYGON (((1026657.1929842553 6279909.093833633, 1026639.5451252768 6280108.86351205, 1026838.3257764018 6280126.960189016, 1026855.9737319887 6279927.190473265, 1026657.1929842553 6279909.093833633)));CRS3035RES200mN2275200E4081400;CRS3035RES1000mN2275000E4081000;0;CRS3035RES4000mN2272000E4080000;438529;06029;0;CRS3035RES200mN2275200E4081400;70.0;41.0;6.0;22.0;1.0;24.0;1.0;2102154.7;3336.0;33.0;8.0;37.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;3.0;7.0;7.0;35.0;11.0;1.0;0
carreau_pop_v2.147;MULTIPOLYGON (((1026423.1165555654 6280290.535561249, 1026405.4685593599 6280490.304090133, 1026604.2490569742 6280508.401200577, 1026621.8971495253 6280308.632634287, 1026423.1165555654 6280290.535561249)));CRS3035RES200mN2275600E4081200;CRS3035RES1000mN2275000E4081000;0;CRS3035RES4000mN2272000E4080000;438540;06029;0;CRS3035RES200mN2275600E4081200;266.5;167.0;27.0;93.0;2.0;104.0;13.0;6836271.4;10474.0;158.0;9.0;10.0;26.0;60.0;71.0;0.0;0.0;3.0;1.5;6.0;7.0;3.0;40.0;31.0;31.0;92.0;49.0;3.0;0
carreau_pop_v2.148;MULTIPOLYGON (((1019920.9537776737 6281309.362763855, 1019903.3078987736 6281509.125632024, 1020102.0889168878 6281527.234531301, 1020119.7348913862 6281327.471624377, 1019920.9537776737 6281309.362763855)));CRS3035RES200mN2277200E4074800;CRS3035RES1000mN2277000E4074000;0;CRS3035RES1000mN2277000E4074000;439921;06029;0;CRS3035RES200mN2277200E4074800;212.0;118.0;14.0;63.0;3.0;49.0;17.0;4459200.4;5810.0;113.0;5.0;1.0;0.0;2.0;115.0;0.0;0.0;15.0;6.0;16.5;11.5;7.0;71.0;53.0;10.0;18.0;3.0;1.0;0
carreau_pop_v2.149;MULTIPOLYGON (((1024797.5758134773 6280545.281964043, 1024779.9283522842 6280745.049080803, 1024978.7089739726 6280763.149136691, 1024996.3565313241 6280563.38198219, 1024797.5758134773 6280545.281964043)));CRS3035RES200mN2276000E4079600;CRS3035RES1000mN2276000E4079000;1;CRS3035RES1000mN2276000E4079000;440075;06029;0;CRS3035RES200mN2276000E4079600;94.0;59.0;4.3;33.3;0.9;42.7;1.7;3314472.8;4703.4;59.0;0.0;6.0;0.0;49.6;3.4;0.0;0.0;3.4;0.8;0.0;0.9;1.7;4.3;9.4;6.0;41.9;22.2;3.4;0
carreau_pop_v2.150;MULTIPOLYGON (((1026984.1615326104 6280744.362430535, 1026966.5130142677 6280944.12996044, 1027165.293201956 6280962.2260692725, 1027182.9418163386 6280762.458502029, 1026984.1615326104 6280744.362430535)));CRS3035RES200mN2276000E4081800;CRS3035RES1000mN2276000E4081000;0;CRS3035RES1000mN2276000E4081000;440136;06029;0;CRS3035RES200mN2276000E4081800;46.0;29.0;3.0;14.0;0.0;17.0;2.0;1801135.4;2601.0;29.0;0.0;0.0;0.0;23.0;6.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;4.0;3.0;7.0;19.0;10.0;0.0;0
carreau_pop_v2.151;MULTIPOLYGON (((1026118.4467661146 6281471.040746777, 1026100.798163268 6281670.805907348, 1026299.5781249723 6281688.903601623, 1026317.2268233548 6281489.138403487, 1026118.4467661146 6281471.040746777)));CRS3035RES200mN2276800E4081000;CRS3035RES1000mN2276000E4081000;1;CRS3035RES1000mN2276000E4081000;440131;06029;0;CRS3035RES200mN2276800E4081000;26.0;10.4;1.2;2.6;0.9;6.5;0.2;853587.4;2451.0;2.3;8.1;2.5;4.6;1.9;1.4;0.0;0.0;0.7;0.5;0.9;1.4;1.9;2.6;3.2;5.6;5.3;3.0;0.9;0
carreau_pop_v2.152;MULTIPOLYGON (((1026626.5412041268 6282524.153465702, 1026608.8917301967 6282723.915969984, 1026807.6710987405 6282742.012774864, 1026825.3206674906 6282542.2502330365, 1026626.5412041268 6282524.153465702)));CRS3035RES200mN2277800E4081600;CRS3035RES1000mN2277000E4081000;0;CRS3035RES1000mN2277000E4081000;440130;06155;0;CRS3035RES200mN2277800E4081600;82.0;29.0;3.0;7.0;5.0;17.0;2.0;1847410.7;2804.0;9.0;20.0;1.0;5.0;9.0;12.0;2.0;0.0;3.0;1.0;3.0;4.0;7.0;15.0;19.0;13.0;13.0;2.0;2.0;0
carreau_pop_v2.153;MULTIPOLYGON (((1020102.0889168878 6281527.234531301, 1020084.4428209724 6281726.996883817, 1020283.2237025092 6281745.105462824, 1020300.8698938756 6281545.34307157, 1020102.0889168878 6281527.234531301)));CRS3035RES200mN2277400E4075000;CRS3035RES1000mN2277000E4075000;0;CRS3035RES1000mN2277000E4075000;439940;06029;0;CRS3035RES200mN2277400E4075000;655.0;247.0;69.0;60.0;32.0;7.0;85.0;1.0035956E7;15611.0;246.0;1.0;0.0;102.0;0.0;145.0;0.0;223.0;30.5;31.5;68.5;88.5;44.0;117.0;142.0;58.0;47.0;20.0;8.0;0
carreau_pop_v2.154;MULTIPOLYGON (((1020499.6508297967 6281563.451252841, 1020482.004542991 6281763.213682787, 1020680.785342477 6281781.321543706, 1020698.4317247118 6281581.559075099, 1020499.6508297967 6281563.451252841)));CRS3035RES200mN2277400E4075400;CRS3035RES1000mN2277000E4075000;0;CRS3035RES1000mN2277000E4075000;439935;06030;0;CRS3035RES200mN2277400E4075400;265.5;98.0;7.0;24.0;13.0;87.0;5.0;5083190.8;7973.0;86.0;12.0;2.0;0.0;10.0;86.0;0.0;0.0;10.0;7.0;19.0;32.5;13.0;31.0;49.0;33.0;33.0;31.0;7.0;0
carreau_pop_v2.155;MULTIPOLYGON (((1021294.7741640169 6281635.880387809, 1021277.1274955608 6281835.642972175, 1021475.9081316636 6281853.749396898, 1021493.554895505 6281653.986774024, 1021294.7741640169 6281635.880387809)));CRS3035RES200mN2277400E4076200;CRS3035RES1000mN2277000E4076000;1;CRS3035RES1000mN2277000E4076000;439962;06029;0;CRS3035RES200mN2277400E4076200;15.0;6.3;0.7;1.7;0.2;4.8;0.0;477131.2;902.0;1.9;4.4;0.0;0.7;1.4;4.2;0.0;0.0;0.5;0.3;0.7;1.4;0.3;1.0;5.0;1.5;3.4;0.5;0.4;0
carreau_pop_v2.156;MULTIPOLYGON (((1019739.8182843907 6281091.490160297, 1019722.1726227638 6281291.253544367, 1019920.9537776737 6281309.362763855, 1019938.5995350466 6281109.59934102, 1019739.8182843907 6281091.490160297)));CRS3035RES200mN2277000E4074600;CRS3035RES1000mN2277000E4074000;0;CRS3035RES1000mN2277000E4074000;439922;06029;0;CRS3035RES200mN2277000E4074600;353.5;123.0;30.0;15.0;14.0;0.0;50.0;5527050.1;8049.0;123.0;0.0;0.0;0.0;0.0;123.0;0.0;123.0;16.5;10.5;33.0;50.5;40.0;53.0;103.0;19.0;18.0;3.0;7.0;0
carreau_pop_v2.157;MULTIPOLYGON (((1019938.5995350466 6281109.59934102, 1019920.9537776737 6281309.362763855, 1020119.7348913862 6281327.471624377, 1020137.3807444945 6281127.708162809, 1019938.5995350466 6281109.59934102)));CRS3035RES200mN2277000E4074800;CRS3035RES1000mN2277000E4074000;0;CRS3035RES1000mN2277000E4074000;439918;06029;0;CRS3035RES200mN2277000E4074800;47.0;19.0;4.0;6.0;3.0;5.0;3.0;865561.9;1371.0;15.0;4.0;1.0;8.0;1.0;7.0;2.0;0.0;1.5;0.5;1.0;7.0;7.0;4.0;18.0;2.0;4.0;0.0;2.0;0
carreau_pop_v2.158;MULTIPOLYGON (((1023516.6550583199 6281435.503215721, 1023499.0075793806 6281635.267330059, 1023697.787961787 6281653.369728941, 1023715.4355362654 6281453.60557654, 1023516.6550583199 6281435.503215721)));CRS3035RES200mN2277000E4078400;CRS3035RES1000mN2277000E4078000;0;CRS3035RES1000mN2277000E4078000;440048;06029;0;CRS3035RES200mN2277000E4078400;311.0;190.0;36.0;109.0;0.0;108.0;15.0;7529382.8;10023.0;149.0;41.0;31.0;15.0;73.0;71.0;0.0;0.0;9.5;3.0;5.0;13.5;14.0;41.0;55.0;47.0;67.0;49.0;7.0;0
carreau_pop_v2.159;MULTIPOLYGON (((1023428.4164727135 6282434.318246616, 1023410.768398186 6282634.07959175, 1023609.5483049483 6282652.18218124, 1023627.196474331 6282452.420797945, 1023428.4164727135 6282434.318246616)));CRS3035RES200mN2278000E4078400;CRS3035RES1000mN2278000E4078000;0;CRS3035RES200mN2278000E4078400;441447;06029;0;CRS3035RES200mN2278000E4078400;567.0;255.0;59.0;102.0;18.0;157.0;29.0;1.03070051E7;14994.0;219.0;36.0;43.0;112.0;30.0;69.0;1.0;0.0;39.0;19.0;37.5;46.5;19.0;112.0;137.0;59.0;58.0;34.0;6.0;0
carreau_pop_v2.160;MULTIPOLYGON (((1018604.746521816 6282599.028869603, 1018587.100359556 6282798.787627703, 1018785.8809598654 6282816.898954341, 1018803.527216832 6282617.140157132, 1018604.746521816 6282599.028869603)));CRS3035RES200mN2278600E4073600;CRS3035RES1000mN2278000E4073000;1;CRS3035RES1000mN2278000E4073000;441237;06108;0;CRS3035RES200mN2278600E4073600;9.0;3.1;0.5;0.2;0.3;1.9;0.5;211427.5;318.7;1.1;2.0;0.3;0.7;0.6;1.5;0.0;0.0;0.3;0.4;0.5;0.6;0.5;1.5;1.5;2.1;0.8;0.8;0.0;0
carreau_pop_v2.161;MULTIPOLYGON (((1019201.0884826651 6282653.36165453, 1019183.4420363179 6282853.120529853, 1019382.2225125808 6282871.2307787165, 1019399.8690536019 6282671.471864399, 1019201.0884826651 6282653.36165453)));CRS3035RES200mN2278600E4074200;CRS3035RES1000mN2278000E4074000;1;CRS3035RES1000mN2278000E4074000;441274;06029;0;CRS3035RES200mN2278600E4074200;14.0;5.0;0.8;1.1;0.5;3.0;0.5;321108.2;397.8;3.3;1.7;0.9;1.1;0.9;2.1;0.0;0.0;1.4;0.6;0.5;0.8;0.6;2.8;2.4;1.4;2.2;0.8;0.5;0
carreau_pop_v2.162;MULTIPOLYGON (((1024603.4472398807 6282742.689740964, 1024585.7984780086 6282942.450761491, 1024784.5780509848 6282960.551233836, 1024802.2269075102 6282760.790175353, 1024603.4472398807 6282742.689740964)));CRS3035RES200mN2278200E4079600;CRS3035RES1000mN2278000E4079000;0;CRS3035RES200mN2278200E4079600;441467;06030;0;CRS3035RES200mN2278200E4079600;598.5;254.0;49.0;84.0;17.0;174.0;32.0;1.21950745E7;15350.0;227.0;27.0;23.0;86.0;38.0;107.0;0.0;0.0;32.0;13.0;41.5;44.0;37.0;118.0;139.0;60.0;62.0;45.0;7.0;0
carreau_pop_v2.163;MULTIPOLYGON (((1019669.2349077945 6281890.540369414, 1019651.5887593527 6282090.3015361745, 1019850.3695326454 6282108.410910938, 1019868.0157762863 6281908.649705329, 1019669.2349077945 6281890.540369414)));CRS3035RES200mN2277800E4074600;CRS3035RES1000mN2277000E4074000;1;CRS3035RES1000mN2277000E4074000;439917;06029;0;CRS3035RES200mN2277800E4074600;1.0;0.4;0.0;0.1;0.0;0.1;0.0;25021.5;44.2;0.1;0.3;0.1;0.0;0.2;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.1;0.3;0.3;0.0;0.1;0.0;0
carreau_pop_v2.164;MULTIPOLYGON (((1024439.9645114483 6282325.065322992, 1024422.3160812403 6282524.82741182, 1024621.0958833764 6282542.928167424, 1024638.7444085225 6282343.166040638, 1024439.9645114483 6282325.065322992)));CRS3035RES200mN2277800E4079400;CRS3035RES1000mN2277000E4079000;0;CRS3035RES200mN2277800E4079400;440121;06030;0;CRS3035RES200mN2277800E4079400;1008.0;512.0;98.0;253.0;27.0;286.0;42.0;1.98513584E7;30398.0;510.0;2.0;9.0;96.0;216.0;190.0;1.0;2.0;37.5;15.5;52.5;81.5;55.0;144.0;174.0;122.0;178.0;136.0;12.0;0
carreau_pop_v2.165;MULTIPOLYGON (((1025036.3040835483 6282379.366398597, 1025018.6553685591 6282579.1286011785, 1025217.435051725 6282597.228279326, 1025235.0838616195 6282397.466038904, 1025036.3040835483 6282379.366398597)));CRS3035RES200mN2277800E4080000;CRS3035RES1000mN2277000E4080000;0;CRS3035RES1000mN2277000E4080000;440147;06029;0;CRS3035RES200mN2277800E4080000;50.0;22.0;4.0;8.0;2.0;20.0;1.0;1706567.7;2872.0;10.0;12.0;4.0;8.0;2.0;8.0;0.0;0.0;3.0;0.0;1.0;5.0;2.0;6.0;10.0;8.0;7.0;8.0;0.0;0
carreau_pop_v2.166;MULTIPOLYGON (((1026476.0598426682 6279691.226637876, 1026458.4121971931 6279890.996835359, 1026657.1929842553 6279909.093833633, 1026674.8407264866 6279709.323598794, 1026476.0598426682 6279691.226637876)));CRS3035RES200mN2275000E4081200;CRS3035RES1000mN2275000E4081000;0;CRS3035RES4000mN2272000E4080000;438531;06029;0;CRS3035RES200mN2275000E4081200;98.0;53.0;13.0;25.0;1.0;23.0;6.0;2242390.2;3402.0;48.0;5.0;9.0;0.0;16.0;28.0;0.0;0.0;6.0;3.0;5.0;6.0;1.0;15.0;18.0;9.0;22.0;12.0;1.0;0
carreau_pop_v2.167;MULTIPOLYGON (((1026277.2789194507 6279673.129318349, 1026259.6313707425 6279872.899478447, 1026458.4121971931 6279890.996835359, 1026476.0598426682 6279691.226637876, 1026277.2789194507 6279673.129318349)));CRS3035RES200mN2275000E4081000;CRS3035RES1000mN2275000E4081000;0;CRS3035RES4000mN2272000E4080000;438537;06029;0;CRS3035RES200mN2275000E4081000;201.5;110.0;17.0;50.0;2.0;63.0;15.0;5300616.7;7632.0;106.0;4.0;14.0;10.0;35.0;51.0;0.0;0.0;5.0;1.0;3.5;9.0;8.0;18.0;33.0;35.0;56.0;27.0;6.0;0
carreau_pop_v2.168;MULTIPOLYGON (((1020300.8698938756 6281545.34307157, 1020283.2237025092 6281745.105462824, 1020482.004542991 6281763.213682787, 1020499.6508297967 6281563.451252841, 1020300.8698938756 6281545.34307157)));CRS3035RES200mN2277400E4075200;CRS3035RES1000mN2277000E4075000;0;CRS3035RES1000mN2277000E4075000;439931;06029;0;CRS3035RES200mN2277400E4075200;108.5;49.0;8.0;19.0;5.0;26.0;7.0;2137213.4;3206.0;44.0;5.0;12.0;0.0;0.0;37.0;0.0;11.0;2.0;1.0;3.5;8.0;10.0;16.0;24.0;19.0;17.0;4.0;4.0;0
carreau_pop_v2.169;MULTIPOLYGON (((1021891.1162364194 6281690.198469401, 1021873.4692818404 6281889.961169189, 1022072.2497960345 6281908.066516748, 1022089.8968459659 6281708.3037785655, 1021891.1162364194 6281690.198469401)));CRS3035RES200mN2277400E4076800;CRS3035RES1000mN2277000E4076000;1;CRS3035RES1000mN2277000E4076000;439962;06029;0;CRS3035RES200mN2277400E4076800;4.0;1.7;0.2;0.5;0.0;1.3;0.0;127235.0;240.5;0.5;1.2;0.0;0.2;0.4;1.1;0.0;0.0;0.1;0.1;0.2;0.4;0.1;0.3;1.3;0.4;0.9;0.1;0.1;0
carreau_pop_v2.170;MULTIPOLYGON (((1021634.724671943 6280055.865817161, 1021617.0788710291 6280255.632880904, 1021815.8602332602 6280273.738639327, 1021833.5061306431 6280073.971537263, 1021634.724671943 6280055.865817161)));CRS3035RES200mN2275800E4076400;CRS3035RES1000mN2275000E4076000;0;CRS3035RES200mN2275800E4076400;438507;06029;0;CRS3035RES200mN2275800E4076400;104.5;59.0;7.0;30.0;2.0;29.0;5.0;2278565.1;2660.0;59.0;0.0;0.0;0.0;17.0;42.0;0.0;0.0;5.0;1.0;3.0;4.5;3.0;18.0;20.0;17.0;22.0;9.0;2.0;0
carreau_pop_v2.171;MULTIPOLYGON (((1025411.5654797455 6280399.813156673, 1025393.9178477833 6280599.580942133, 1025592.6984465152 6280617.679883938, 1025610.3461747403 6280417.9120608615, 1025411.5654797455 6280399.813156673)));CRS3035RES200mN2275800E4080200;CRS3035RES1000mN2275000E4080000;0;CRS3035RES4000mN2272000E4080000;438517;06029;0;CRS3035RES200mN2275800E4080200;105.0;74.0;15.0;49.0;1.0;42.0;5.0;2797624.0;4375.0;71.0;3.0;27.0;4.0;31.0;12.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;6.0;16.0;18.0;31.0;26.0;3.0;0
carreau_pop_v2.172;MULTIPOLYGON (((1026206.6880223891 6280472.20662094, 1026189.0400054404 6280671.974556635, 1026387.8204461915 6280690.072063293, 1026405.4685593599 6280490.304090133, 1026206.6880223891 6280472.20662094)));CRS3035RES200mN2275800E4081000;CRS3035RES1000mN2275000E4081000;0;CRS3035RES4000mN2272000E4080000;438536;06029;0;CRS3035RES200mN2275800E4081000;151.5;88.0;16.0;46.0;2.0;61.0;9.0;4460307.9;6710.0;85.0;3.0;17.0;1.0;27.0;43.0;0.0;0.0;3.5;4.0;3.0;10.0;4.0;5.0;29.0;13.0;52.0;28.0;0.0;0
carreau_pop_v2.173;MULTIPOLYGON (((1022633.2960648878 6282361.904449897, 1022615.6483698894 6282561.66564202, 1022814.4284372702 6282579.76966822, 1022832.0762271674 6282380.0084377825, 1022633.2960648878 6282361.904449897)));CRS3035RES200mN2278000E4077600;CRS3035RES1000mN2278000E4077000;0;CRS3035RES1000mN2278000E4077000;441370;06030;0;CRS3035RES200mN2278000E4077600;256.5;126.0;13.0;41.0;2.0;91.0;18.0;6432381.7;9181.0;91.0;35.0;1.0;1.0;76.0;48.0;0.0;0.0;5.0;5.0;5.5;17.0;12.0;40.0;48.0;37.0;68.0;16.0;3.0;0
